scale_variance,scale_extreme_ratio,text_empty_ratio,text_avg_length,nb_questions,kpi_score,unique_ratio,label
0.06003307988269297,0.8857054989597226,0.7878309384877074,1.5683487088056403,6.0,92.68310762906096,0.064856250487737,1
1.5592854280353456,0.1456963733803863,0.004317522505688454,80.82574742213744,12.0,80.53232807513427,0.9872184392872814,0
1.1565506519961257,0.43706328224545327,0.3410849340197067,33.07234963270325,9.0,46.12383400288461,0.4200964942866475,0
1.9517765995242524,0.22312496216952316,0.06050766035799805,44.54269873191069,7.0,41.32201164475384,0.8028286854556054,0
0.9229672754622275,0.44900764033654594,0.2982236824334562,12.549552317991449,8.0,25.94223739681709,0.4515675386131073,0
0.8714716901680335,0.4267448780486353,0.3616368034503441,46.87928520432255,9.0,26.250404654460006,0.5417500264841258,0
1.0375374348496278,0.49150404352853705,0.1488609750251872,31.220202888478262,8.0,44.56555202583739,0.6505484487351489,0
0.8881081361310348,0.2199948144666188,0.36596486884843604,6.51513095572552,5.0,41.46703142177529,0.5561114742563076,0
1.5774868755215983,0.12118503552954554,0.08014818108594153,120.55397950665605,12.0,84.72930950230756,0.7643079850383151,0
1.0363386363873428,0.315178323869731,0.2046352174762723,49.49155528961969,7.0,38.17673711948265,0.5256802496251967,0
2.4867949275607915,0.0837216601580759,0.07743214161418432,194.10934026246076,13.0,86.44282915765375,0.9406330367676631,0
1.482644752336658,0.5387264360360424,0.2763260144276638,15.117033543501499,8.0,44.200461034944006,0.6797242190935997,0
1.128909618902739,0.5738739251646523,0.22522847304081756,44.12099888110504,7.0,15.736535816006,0.47182835132575945,0
1.5786941973150044,0.2945901176945541,0.15382035343469785,45.51180371808667,5.0,43.265193042095476,0.6437163436606113,0
2.5775258447597325,0.1172352590541944,0.03224633185817777,198.53652251108795,9.0,75.5632623185106,0.9160862171085635,0
2.7846144459836086,0.015548933385008424,0.0765024405178043,132.3031292844351,13.0,62.58178274644149,0.9222253631132431,0
1.7305093432072092,0.1504220033201134,0.2328428267833279,85.41895792716002,7.0,38.46983073152016,0.8348718311960979,0
2.0942497500888733,0.13552415271995882,0.0725769634715434,176.37942520429576,9.0,89.41959765975281,0.8548180969752013,0
1.6165366354721762,0.4174972723709065,0.34269298491391964,9.267477630268912,4.0,39.064431124423635,0.6183943450225847,0
0.08668898364640218,0.936683922283199,0.7208739304221458,3.215846847452143,8.0,88.63932679588974,0.040912478081179586,1
1.1841257190638563,0.1562691314436477,0.167900694791287,88.15146522431957,8.0,47.12994472591383,0.5962730866285214,0
1.4931405126982638,0.40433378541037246,0.2927504676492318,15.651401381740651,7.0,35.216514749765714,0.5049441199640013,0
0.26999280307937323,0.782299154998417,0.8789377217772856,1.7799820429328683,6.0,81.76951555761286,0.1549510116657097,1
1.1601758143197007,0.3592189231900848,0.12985380143896777,17.745048059893982,8.0,48.66850150247649,0.6887035605252136,0
0.14332186289966825,0.9306368721574946,0.9769731391619457,0.0,6.0,96.50201479612147,0.04474896913211374,1
2.432846660062869,0.17162506092496466,0.0004500124939659123,167.48698815977946,13.0,78.70505897775391,0.7574018222821532,0
0.6453503050084376,0.4352619819300687,0.370062660037054,23.45002457727691,9.0,37.13779736537764,0.5535106517120982,0
0.5746296311693118,0.5403228397823527,0.11306716349545542,9.178940500386194,8.0,22.745195138822815,0.5781156121019592,0
1.873147123376891,0.16920082184776175,0.21460835654581895,31.59728113932897,11.0,43.69327208633392,0.5688289833791809,0
1.893690773884297,0.18736263010675586,0.024097057500568477,100.86884850995263,10.0,84.08894352437171,0.7883210791561235,0
1.6751254926324672,0.17741300750679606,0.18503548808325732,94.24176514522124,7.0,59.680916406422426,0.5719737958502654,0
1.456888600316192,0.3571559180962208,0.16411321127178669,26.691482424924345,8.0,20.484795969996284,0.4287638613103257,0
1.9216198734408922,0.21880184463157315,0.20957175597813588,63.62047911795795,9.0,52.254384114860294,0.7959180313434199,0
